	tconst	titleType	germanTitle	primaryTitle	originalTitle	startYear	endYear	runtimeMinutes	genres	IMDBRating	rating	critic	date	tags
821	tt1853739	movie	You're Next	You're Next	You're Next	2011	\N	95	Drama,Horror,Thriller	6.6	8.0	['Eigentlich bin ich kein Fan von Slasher Movies. Oftmals fallen diese für mich zu flach oder ergötzen sich an billigen schon hundertmal gesehenen Tropes. Aber mein Hauptproblem liegt meistens an den Charakteren, die oftmals zu wehrlos sind. Das ist wahrscheinlich sehr realistisch, macht aber nicht so viel Spaß beim Zuschauen. Und wenn wir ehrlich sind, Realismus ist nicht gerade ein hochgestecktes Ziel, wenn es um Slasher geht. Manchmal umgehen sie das Problem, indem sie die Opfer so hass bar wie möglich macht. Das macht dann vielleicht etwas perfide Freude, wenn sie erwischt werden, aber hilft nicht wenn sie um ihr Überleben kämpfen.\n', 'You’re Next beginnt holprig. Man merkt das sie kein hohes Budget hatte und viele Abstrichen machen mussten. Gerade die Schauspieler wirken zu Beginn etwas laienhaft. Aber das Ganze wird schnell weggeblasen, wenn die Action beginnt. Es tut so gut eine Kompetente Protagonistin in Erin zu haben, die einfach mal das macht was man normalerweise gegen den Bildschirm brüllt. Einfach mal weiter draufhalten, wenn er schon am Boden liegt. Mit cleveren Tricks einen kleinen Vorteil erhaschen und diesen Nutzen. Und wenn es mal Eng wird, wird halt der Hammer geworfen und gesprungen, anstatt sich dem Schicksal hinzugeben.\n', 'Die Geschichte ist dabei sehr einfach, genau so auch ihre Charaktere. Das macht den kleinen Twist jetzt nicht unbedingt spannender, aber man fiebert dann doch schon irgendwie mit. Der Film erfindet das Rad nicht neu, macht aber das was er machen möchte verdammt gut und unterhaltsam. Ein Glanzstück in dem Gerne des Slashers!\n']	2022-02-06 16:07:00
822	tt7737734	movie	The Other Lamb	The Other Lamb	The Other Lamb	2019	\N	96	Drama,Horror,Mystery	5.3	9.0	['The Other Lamb ist ein Film ganz nach meinem Geschmack. Eine simple Geschichte, erzählt mit wenig Worten aber viel inneren Tumulten. Dabei reizt Małgorzata Szumowska zusammen mit ihren Cinematographen Michal Englert das Medium Film auf eine wunderbare Art und Weise aus. Die Geschichte funktioniert immer über mehrere Ebenen, bei dem die fehlenden Szenen dazwischen genauso wichtig sind wie das gezeigte. Bei dem selbst das was man sieht nicht immer der Realität entsprechen muss, sondern durch die Linse und das Innenleben der Protagonistin verzerrt wird. Gerade diese Subjektive Darstellung fand ich richtig klasse! Wenn sie auf einer Wiese einschläft und dann ein gerissenes Schaf sieht, fühlt sie sich befleckt, beschmutzt und unwürdig. Durch ihren fehlenden Glauben oder Hingabe, war es so, als ob sie das Schaf selbst getötet hätte… ein stummer Schrei der Verzweiflung. Solche Szenen machen The Other Lamb zu etwas ganz Besonderem, bei den einfach jeder Aspekt des Filmhandwerks stimmt. Dadurch das Selah ihr ganzes Leben in diesem Kult verbracht hat, kann sich der Film auch erlauben viele Aspekte desselbigen Vage zu halten oder eben einfach den Kontext der Außenwelt zu ignorieren. Nur in Tagträumen oder dem nächtlichen Auftauchen eines Polizeiautos wird gezeigt das es eine Welt außerhalb der Sekte gibt.\n', 'Was aber klar ist, ist das der Hirte seine Herde in der Hand hat. Alle Frauen und Töchter himmeln ihn an und geraten regelmäßig in Ektase. Seine Ehefrauen stehen aus tiefster Überzeugung hinter ihm und die Töchter haben es nie anders gelernt. Er ist die Sonne, die Wärme spendet aber auch verbrennen kann. Dass er nicht nur über Zuneigung lenkt merkt man schnell, wenn man an die Hütte fern ab herantritt. Hier werden Frauen gezüchtigt für unreines Verhalten, ob es nun Aufmüpfigkeit oder auch nur ihre Periode ist. Wie im mit der Erbsünde, wird der Frau eine Schuld auf gebürgt, für die sie nichts kann, eine Sünde die sich jeden Monat wiederholt, es sei den man wirft für den Hirten. Falls eine Frau etwas macht, das er nicht für zumutbar hält, wird er auch mal gewalttätig. Genauso bei der Übergabe seiner Gnade, schreckt er nicht davor zurück, Terror und Zuneigung zu verbinden. Gegen später werden auch so manche unbeantworteten Fragen klar, was zum Beispiel mit dem männlichen Nachwuchs passiert.\n', 'Der Film ist visuell absolut überragend. Englert zaubert hier grandiose Bilder, mit interessanten Einstellungen und Szenenbildern, welche auch gerne mal ein Schritt in die symbolische Fantasie wagt. Doch diese währen nicht vollständig, ohne die Inszenierung der irischen Landschaft, den grandiosen Sets und fantastischen Kostümen. Die Schauspieler sind auch durch die Bank weg grandios, allen voran natürlich Raffey Cassidy als Protagonistin, die einen grandiosen Job mit ihrer Mimik und Körpersprache macht. Michiel Huisman, der als Hirte das passende Charisma und Größenwahn mitbringt und natürlich auch Denise Gough, welche als etwas andere Ehefrau eine wichtige Rolle in der Transformation der Protagonistin spielt.\n', 'Die Symbolische Ebene kann man natürlich auch nicht auslassen, die viel Raum zum Interpretieren gibt oder den Spiegel eines überzogenen Patriachats entgegenhält, in den man vielleicht die grausamen oder wahnsinnigen Aspekte im Alltag wieder erkennen kann. Małgorzata Szumowska erzählt die Geschichte von Catherine Smyth-McMullen auf so eine brillante Art und Weise, das sie nicht nur als Film brilliert sondern auch als Allegorie über das Leben in einer Männer oder Glaubensdominierten Gesellschaft.\n']	2022-02-07 08:41:00
823	tt1390411	movie	Im Herzen der See	In the Heart of the Sea	In the Heart of the Sea	2015	\N	122	Action,Adventure,Biography	6.9	4.0	['Ein ganz netter Film, der an sich keine großen Patzer macht, aber durch viele kleine Problemchen und Sachen die mir nicht so gut gefallen haben, dann doch eher unterdurchschnittlich angekommen ist. Die Geschichte an sich ist eine gute und auch Wert erzählt zu werden. Etwas abseits von dem doch sehr metaphorischen Moby Dick, soll die Geschichte bodenständiger sein. Ich mochte zu beginn auch das Narrative Spanntuch, das Herman Melville einen Augenzeugen Interviewt um sich Inspiration für sein Buch zu holen. Auch der Zeitsprung fand ich interessant, da sich ja schon einiges in all den Jahren verändert haben muss. Aber was ich dann nicht verstehe, ist der Fokus auf Owen Chase... also, ich verstehe es schon, da er ein viel interessanterer Charakter ist, als Nickerson. So dreht sich der Film zwar um das geteilte Schicksal der Crew der Essex, aber dennoch sind Chase und Pollard klar im Mittelpunkt. Was auch Sinn ergibt, da sich Melville nie mit Nickerson getroffen hat und sein Buch auf Aufzeichnungen von Pollard fußt. Das Ganze fühlt sich etwas befremdlich an, wenn man ein Haufen Szenen sieht, bei der Nickerson auf gar keinen Fall dabei gewesen sein kann. So ergibt dieses Spanntuch irgendwann keinen Sinn, sondern stört eher nur. Man hätte sich auch voll darauf einlassen können und die Geschichte komplett aus Nickersons Sicht erzählen können, mit etwas Overdub für die Szenen dazwischen. Das hätte viele der Szenen sicherlich auch interessanter und packender gemacht, wie der erste Sturm oder das Stranden auf der Insel.\n', 'Der Film fühlt sich auch teilweise wie ein Studentenwerk an, nicht weil es schlecht oder unausgereift ist, sondern eher experimentierfreudig was Kameraeinstellungen und so angeht. Oftmals sieht man das Geschehene aus einer Fischaugenlinse oder in etwas ungewöhnlichen Einstellungen. Leider ist das in den meisten Fällen nur Innovation aus Innovationsdrang, anstatt die Bilder geschickt einzubinden. Hier hätte man auch mit einer strengeren Perspektive etwas Interessanteres schaffen können. So wirkte es teilweise eher lächerlich oder zumindest befremdlich. Der Film fühlt sich von seiner Machart auch nicht wie 2015 an, sondern eher wie ein Film aus den frühen 2000er. Mit sonderbaren CGI, das wahrscheinlich einen gewissen Künstlerischen Stil der Zeit nachahmen sollte, aber im ständigen Schnitt zwischen den verkünstelten Bildern und den realen etwas bizarr wirkt. Dazu die ständig eingestreuten ‚innovativen‘ cuts und eine eher mittelmäßige Narrative, fällt der Film für mich leider flach.\n']	2022-02-09 09:04:00
824	tt0309698	movie	Identität	Identity	Identity	2003	\N	90	Mystery,Thriller	7.3	5.0	['Identität ist ein Film, der damals scheinbar ein guter Nerv getroffen hat, aber heute nicht mehr ganz so zieht. Der Twist ist ausgespielt und sieht man mehr oder weniger schon von weitem kommen. Der Film profitiert leider auch nicht so sehr von einer zweiten View, was bei so einem Twist eigentlich Pflicht ist. Die Schauspieler sind nicht schlecht und das Skript an sich ist auch kreativ, aber es steckt voller Logiklöcher, die einem am Ende enttäuscht zurücklassen. Vor allem mit der zweitgleisigen Narrativen innerhalb des Motels und der Absprache mit dem Richter. Das Mysterium innerhalb des Motels ist spätestens beim zweiten Mal ansehen auch nicht mehr spannend, da man weiß, worum es geht und wohin alles führen wird. All die Hinweise oder Gedanken, die man sich dazu gemacht haben verlaufen sich im nichts. Identität fußt auf einem Twistringen Skript, das leider nicht mehr viel zu bieten hat als den Twist selbst und all die Leere dazwischen mit irgendwelchen unzusammenhängenden Aspekten füllt. ']	2022-02-09 15:11:00
825	tt1670345	movie	Die Unfassbaren - Now You See Me	Now You See Me	Now You See Me	2013	\N	115	Crime,Mystery,Thriller	7.2	4.0	['Irgendwie ist der Film 2013 komplett an mir vorbeigezogen. Auf den ersten Blick wirkt es wie ein Oceans Film, nur mit Magier anstatt verschiedener Typen von Ganoven. Damit kann man was machen, Heists funktioniert immer irgendwie. Wichtig ist, dass es gut gemacht hast, und hier hadert der Film etwas. Die Heists sind ganz cool und die Umsetzung gerade im ersten Fall auch recht clever. Aber teilweise wird es irgendwann nur sehr abgehoben. Das Ganze wird auch nicht besser durch die Erzählstruktur, die erst bei den vier Reitern beginnt und dann aus irgendeinem Grund sich hauptsächlich auf die Verfolger konzentriert. So bekommt man nicht das zufriedene Gefühl wenn ein Plan aufgeht oder sie wegen einem Stolperstein etwas innovativ werden müssen. Es passieren einfach Dinge am laufenden Band, und im Nachhinein werden sie von irgendjemand (meistens Morgan Freeman) nacherzählt. So wirken die ganzen Heists eher wie eine Geisterbahnfahrt, bei der einem danach erzählt wird was damit gemeint war oder wie es funktioniert. Spannend geht leider anders. Dadurch das man auch nie wirklich weiß was sie als nächstes machen und keine Hinweise für den nächsten Schritt gibt, heißt es einfach nur warten und zusehen. Wenn man aufmerksam zuschaut, wird man teilweise eher bestraft, mit einem Red Hering über Augen, der am Ende dann nirgendwo wirklich hinführt.\n', 'Dennoch ist der Film irgendwie unterhaltsam. Er nimmt sich und seine Magier so unfassbar ernst, das man ab und zu einfach mal lachen muss. Auch die Tricks oder wahren Pläne hinterher sind so hanebüchen, dass jegliche Suspension of Disbelieve schnell verloren geht. Hier hakt es leider auch an dem Medium, bzw. der Art der Darstellung von Magie. Wenn jemand Magie vor deinen Augen betreibt, ist es ein Mix aus geschickter Manipulation und flinken Händen. Aber auch wenn man nicht Live dabei ist kann es super funktionieren (siehe: Penn & Teller). Aber das ganze Konstrukt fällt zusammen wenn man sich der CGI Trickkiste bedient. Wäre es in Echt wahnsinnig beeindruckend eine Frau in einer Blase herumschweben zu sehen, wirkt das in so einer Art von Film einfach gar nicht. Man hätte mehr Fokus auf wirkliche Magie Tricks legen sollen, mit einer fundierten Basis und einem Blick hinter die Kulissen, die vielleicht nicht alles verraten, einen aber erahnen lassen.\n', 'Aber nichtsdestotrotz war ich irgendwie unterhalten. Ich glaube solange man die Erwartungen ganz unten hält und die Geisterbahn Genießen kann, kann man viel Spaß mit dem Film haben, trotz schwächen an allen Ecken und Enden.\n']	2022-02-10 11:08:00
826	tt7472352	movie	Shirkers	Shirkers	Shirkers	2018	\N	97	Documentary	7.3	8.0	['Man, ich bin von dieser Dokumentation echt weggeblasen. Shirkers ist eine Doku, die in viele kleinen Nischen reinschlägt und deshalb vielleicht nicht für jederman etwas ist. Bei mir hat es voll ins schwarzen getroffen. Die Narrative ist super gestaltet, mit der Regisseurin im Voiceover, die ihr Leben von hinten aufrollt und dabei ihre Gedanken wiederspielt. Man merkt das sie sich all die Jahre der Kritiken, Intellektuellen Kreisen einen ganz besonderen sprach Duktus angewöhnt hat, der einen interessiert durch den Film leitet. So erzählt er nicht nur die Geschichte über junge Menschen die Hungrig sind etwas zu erschaffen, es erzählt auch über den Film an sich, Film in Singapur und das Schicksal eines verstörten Menschen, der alle im Stich gelassen hatte. Durch viel Introspektion und offengelegte Wahrheit, hat der Film auch etwas sehr Nahbares. Er schafft es für mich einen Spagat aus spezifischen Thema und der einhergehenden Menschlichkeit zu schaffen.\n', 'Ich glaube ich hätte mich mit den jungen, rebellischen Kunstschaffenden damals gut verstanden. Ich hatte einen ähnlichen Werdegang, bei dem ich etwas erschaffen wollte, etwas sagen wollte. Auch die Reise durch die Filmwelt kam mir sehr bekannt vor, inklusive Nouvelle Vague Phase. Als Introvertiert konnte ich ihre Einsamkeit auch gut nachvollziehen und die gewisse Magie die gleichgesinnte Menschen ausstrahlen. Der Weg zum Skript, wie dem Dreh von Shrikers war auch faszinierend zu betrachten. Motiviert etwas zu tun, haben sie ein besonderes Werk geschaffen, das auf jeden Fall seine Fans hätte bekommen können. Doch dann kam es anders als man denkt und der Film verschwand. Man kann es all den Leuten ansehen, wie zermürbt sie davon sind und welche Wut sie in sich tragen. Und auch die Erleichterung und die Faszination als der Film dann doch wieder auftaucht. Die Geschichte über den Verbleib des Filmes und George ist ebenso faszinierend, auch wenn es nicht ganz der große GOTCHA Moment war, wie man es sich vielleicht gewünscht hätte. Das Leben hält sich selten an Spannungsbögen.\n', 'Shirkers an sich hätte ein richtig cooler Film werden können. Die Machart und Erzählweise erinnern mich etwas an Kitano Takeshi oder Sabus ‚Blessing Bell‘, mit einer traumhaften Geschichte zwischen Realität und Metapher. Mit einer Geschichte die genau so zwischen den Welten wie auch zwischen den Zeilen spielen. Es ist schade das man wahrscheinlich nie das vollendete Werk sehen wird (vor allem da der Ton nicht mehr da ist), aber irgendwie lebt er doch als Legende weiter.\n']	2022-02-11 10:31:00
827	tt11703050	movie	The House	The House	The House	2022	\N	97	Animation,Comedy,Drama	6.8	8.0	"['The House ist ein kreativer Anthology Film, in dem verschiedene Künstler unter dem Banner aus Stein und Holz ihre eigenen Geschichten erzählen können. Geschickt werden dabei durch die Zeit verschiedene Geschichten mit jeweils einer Moral am Ende erzählt. Eine moderne Fabel aus Stoff. ', 'I - And heard within, a lie is spun – 8.5\n', 'Der Anfang ist fantastisch. Die ganze Welt besteht aus Stoff, von der Haut bis zur Nähmaschine. In dieser Welt erleben wir die Geschichte eines teuflischen Charakters, wie er das Leben einer Familie an sich reist und sie langsam transformieren lässt. Der Stil ist großartig in seiner Mischung aus Einfachheit und Haare aufstellenden Horror. Die Art und Weise wie die Geschichte erzählt ist, ist ebenfalls brillant. Mit einem ständigen Raum/Zeitlichen Fluss der immer wieder gebrochen wird und mit dem Wandel in eine Welt die Regeln der Realität aushebelt, sodass man alsbald kein Fuß mehr fassen kann. Dabei ist die Geschichte so simpel wie genial und bietet viel Raum für Interpretationen. Aber genau das sind auch punkte, bei denen ich verstehe wenn diese Episode nicht so gut ankommt. Bei mir hat sie voll ins Schwarze getroffen und mit dem großartigen Sounddesign, Soundtrack und Artstyle eine besonders erzählte Geschichte aufgestellt, die mir noch lange im Gedächtnis bleiben wird. ', ""II - Then lost is truth that can't be won – 7.5\n"", 'In der zweiten Episode wird man in die moderne geworfen, mit einem Bauunternehmer der nicht nur seine gesamte finanzielle Zukunft, sondern auch seine Energie und selbstwert in die Renovierung des Titelgebenden Hauses gelegt hat. Wo die erste Episode noch sehr abstrakt war, wird es hier schon fast schmerzhaft realistisch. Alles bewegt sich in einer Spirale nach unten. Selbst die kleine Siege werden alsbald wieder relativiert. Dreitausend Pfund ist zwar ne menge Geld, aber nichts für die mentale wie physische Gesundheit. Beides nimmt im Verlauf des Filmes auch langsam ab, bis jeglicher Zivilisatorische Aspekt aus dem Protagonisten hinausgetrieben wurde und er sich mit seinen neuen Mitbewohner arrangiert hat. Die Mischung aus Puppen und GCI ist hier wunderbar gelungen, genau so auch der trockene und düstere Humor der sich durch die ganze Geschichte hindurchzieht. Das Voice Acting ist auch richtig gut, vor allem bei den zwei unfreiwilligen Mitbewohnern. ', 'III - Listen again and seek the sun – 7\n', 'Die letzte Episode versetzt uns etwas in die Zukunft, in einer Welt, in der der Wasserspiegel ständig steigt. Inmitten davon steckt Rosa die an einem alten Traum festhängt und ihre Mitbewohner die eigentlich nur vor sich hinleben. Erst durch das Auftreten eines Hippies werden die Charaktere aus der Starrheit befreit und bewegen sich Stück für Stück aus den rigiden Gemäuern hinfort. Manchmal ist es eben besser loszulassen und sich auf neue Horizonte einzulassen. Leider wirkt für mich diese Message etwas verwaschen, vor allem mit dem Ende das eher einen sanften Kompromiss darstellt als ein wirklicher Schritt nach vorne. Aber auch hier sind die Animationen großartig und vor allem das Voiceacting. Waren sie in den anderen Epsioden bei weitem nicht schlecht, besticht hier Susan Wokoma als Rosa mit einer herausragender Leistung.\n']"	2022-02-13 12:43:00
828	tt0366780	movie	MirrorMask	Mirrormask	Mirrormask	2005	\N	101	Drama,Fantasy	6.7	8.0	['Spätestens seit den Sandman Graphic-Novels bin ich ein Neil Gaiman Fan. Als ich von diesem Film erfahren habe, war die DVD sofort gekauft! Mit einer Narrativer von Neil Gaiman mit den Artstyle von David McKean und der Jim Hanson Company zum verwirklichen des ganzen kann man da auch nicht viel falsch machen. Naja, bis auf vielleicht die Zeitlosigkeit. Der Film ist 2005 erschienen und baut massiv auf GCI… was heute leider teilweise eher schlecht als recht aussieht. Aber eingebettet in den Artstyle kann man den Film vieles Verzeihen und es wirkt dann in seiner unausgegorenheit irgendwie wieder passend.\n', 'Die Geschichte handelt von einem Mädchen, welches im Zirkus ihrer Eltern arbeitet und in einem Teenager Anflug endlich einmal in die echte Welt eintauchen möchte. Eine plötzliche Krankheit lässt alles erstarren und der Zirkus droht zu zerfallen. In der Nacht, wo es um alles geht, träumt das Mädchen von einer Welt, die schon beim Betreten verloren scheint. Teile der Welt sind der Apokalypse schon zum Opfer gefallen, während der Rest nur noch auf sein unausweichliches Schicksal wartet. Hier bekommt sie die Aufgabe eine Prinzessin zu finden um die Balance in der Welt wieder herzustellen. Ein Großteil des Filmes besteht aus der Jagd von einem McGuffin zum nächsten. Das klingt erstmal eher langweilig, ist dabei aber immer so interessant in eine metaphorisch/symbolische Ebene gepackt, das man mit jedem Schritt mehr über die Welt und deren Bewohner erfährt. Vor allem wenn es in das Schattenreich geht wird es ganz interessant, wenn die interne Welt und die externe aufeinander trifft. Dabei wird auch das letzte Fünkchen Hoffnung zermürbt und alles scheint verloren. Aber wie es eben so ist, kommt es doch anders als man denkt und am Ende wird doch alles irgendwie gut.\n', 'MirrorMask ist ein Film, der auf allen Ebenen interessant ist. Die Kamera ist frisch und spielt auch mit den surrealen Elementen der fremden Welt. Die Schauspieler machen einen guten Job, das Leben in einer zerfallenden, magischen Welt zu leugnen und der Apokalypse mit einem müden lächeln zu begegnen. Das Desing ist großartig und die Welt wirkt in ihrem Chaos irgendwie kohärent. Aber ein weiterer großer Star für mich, war der Soundtrack. Der mit schiefer Zirkusmusik, Jazz, Breakbeat und alles anderen möglichen Mischmasches auftrumpft. Der Film ist keine leichte Kost und streckenweise auch etwas anstrengend, bietet Mirrormask doch etwas besonderes und Einzigartiges.\n']	2022-02-14 13:02:00
829	tt2948372	movie	Soul	Soul	Soul	2020	\N	100	Adventure,Animation,Comedy	8.0	10.0	['Was für eine Bombe! Ich habe noch nie so ein Lebensbejahenden Film gesehen wie dieser! Pixar schafft es wieder mal höchstkomplexe Themen und menschliche Fragen aufzugreifen und in fantastischer Art und Weise umzusetzen.\n', 'Der zweigeteilte Artstyle, den sie ja auch schon bei Inside Out genutzt haben, wird hier auf eine neue höhe getrieben. Die Darstellung des Leben nach und vor dem Tod sind großartig gemacht und so auch die Manifestationen des zu Grunde liegenden Universums und des großen Ganzen. Mit tollen Animationen (wie man es ja gewohnt ist). Aber davon kann man ja bei Pixar schon ausgehen. Der Soundtrack ist ebenfalls genial, nicht nur in seinen Jazzigen Stücken, sondern vor allem auch dazwischen. Man hört auch öfters mal Trent heraus, was für mich nur Gutes heißt. Das Voiceacting ist auch ausgezeichnet. Jamie Foxx geht komplett in der Rolle unter und Tina Fey bietet hier ihre beste Schauspielerische Leistung to date.\n', 'Aber der große Star des Filmes ist natürlich die Geschichte. Joe Gardener ist ein liebeswerter, aber dennoch etwas arroganter Protagonist, der sich als selbstgefühlter Loser durch die Welt schlägt bis endlich sich die Gelegenheit auf der hingeträumt hat, sich erschließt. Nur blöd das dann doch ein offener Gullideckel zum Verhängnis wird. Er versucht verzweifelt wieder in seinen Körper zurückzukehren und übertritt dabei Moral, um endlich zu dem zu kommen was er verdient hat. Genau diese Arroganz macht ihn auch so interessant und lässt ihn später über sich hinauswachsen. 22 ist ebenfalls ein toller Charakter, der durch einen Körper endlich erfährt, was es bedeutet zu leben. Und so lernen sie am Ende gegenseitig voneinander und Joe lernt auch viel über sich selbst und die Menschen um sie herum. Manchmal braucht man frische Augen, um aus der Starrheit des Lebens aufzuwachen.\n', 'Das Worddesign ist großartig. Psychologische Konzepte werden auf großartige Art und Weise aufgearbeitet und dargestellt. Aspekte die jeder in seinem Leben irgendwie kennt. Ob bei sich oder bei anderen. Die Zone in die man eintaucht wenn man das macht was man liebt. Wie man sich in seinen eigenen Zielen und Gedanken verlieren kann. Was es bedeutet einen Spark zu haben und wie jeder Mensch solch einen Spark in sich trägt.\n', 'Als jemand der seit Jahrzehnten an Depressionen leidet (jetzt alles so weit im Griff) haben mich viele Szenen zum Weinen gebracht und mir wieder richtig neue Liebe für das Leben entwickeln lassen. Soul ist eine wunderbare Mischung aus Film, Psychologie, was es bedeutet ein Mensch zu sein, was es bedeutet zu leben, wie man manchmal aus seiner Routine herauskommen muss, um seinen Horizont zu erweitern.\n']	2022-02-16 17:46:00
830	tt0317705	movie	Die Unglaublichen - The Incredibles	The Incredibles	The Incredibles	2004	\N	115	Action,Adventure,Animation	8.0	9.0	['Die Unglaublichen hält sich bis heute noch unglaublich gut. Man kann kaum glauben das dieser Animationsfilm aus dem Jahr 2005 stammt. Man merkt das sich Pixar weiß, worauf man sich fokussieren muss, dass ein so hochqualitatives Gesamtkunstwerk zusammenkommt.\n', 'Dabei sind natürlich nicht nur die Animationen, Synchronsprecher, Musik und Artstyle großartig, sondern vor allem auch die Geschichte, die mit interessanten Konzepten jongliert und in kurzer Zeit vielschichtige Charaktere aufbaut, mit einem Film der groß und klein genießen kann. Die Exposition über den Zustand der Welt ist sehr geschickt mit kräuseligen Interviews verwoben.\n', 'Im hier und jetzt zerrt der nervtötende Alltag der Normalität sehr an den nerven aller. Entweder weil sie ihre Besonderheit nicht verstecken möchten oder alles dafür geben würden, normal zu sein. Als sich für Bob eine Möglichkeit ergibt, seine Talente wieder unter beweis zu stellen, entwickelt sich auch ihr ganzen Leben zum Besseren. Glück im Job hat schon weitreichende Konsequenzen. Doch in all den Glück wird er überrumpelt, sodass bald (unfreiwillig) die ganze Familie zur Rettung kommen muss. Dabei wird viel über sich selbst und die eigenen Grenzen gelernt. Darüber was es heißt etwas besonderes zu sein. Das Ganze ist so fantastisch strukturiert, das es wie eine Symphonie in einer Gartenschau wirkt, bei der nach und nach die verschiedenen Knospen zu Blühen anfangen. Am Ende wird der Bösewicht von seiner eigenen Arroganz überrumpelt. Apropos, Syndrome ist ein so fantastisch ausgearbeiteter und nachvollziehbarer Bösewicht, bei dem das Thema der „Besonderheit“ noch einmal poignant zusammengefasst wird. Ist er selbst etwas sehr Besonderes, fühlt er sich doch irgendwie minderwertig gegen diese, die so geboren wurden. Ein interessanter Konflikt der wirklich toll inszeniert wird.\n']	2022-02-18 15:07:00
831	tt0455565	video	Jack-Jack Attack	Jack-Jack Attack	Jack-Jack Attack	2005	\N	5	Adventure,Animation,Comedy	7.6	7.0	['Jack-Jack Attack ist eine sehr nette Dreingabe zum Originalfilm, der einem erzählt was zwischen den ganzen Anrufen der Babysitterin passiert. Die Geschichte ist dabei nicht sehr ausufernd. Aber mein Gott macht es Spaß! Hier lässt Pixar ihre Animationsmuskeln richtig spielen und bieten eine absurde Situation nach der nächsten. Das Ganze wird natürlich auch durch das fantastische Voiceacting gestärkt. Wenn man gerade erst die Unglaublichen gesehen hat, ist dieser Film ein perfektes i-Tüpfelchen. ']	2022-02-18 15:08:00
832	tt9347730	movie	Candyman	Candyman	Candyman	2021	\N	91	Horror,Thriller	5.9	4.0	['Zu vieles an Candyman erinnert mich unangenehm an Us. Der Anfang ist wirklich gut und bietet total viel Potential, das dann auch über den Film hinweg immer weiter ausgebaut wird, nur um am Ende alles fallen zu lassen. Ich habe noch keinen der Originalfilme gesehen, weswegen gerade gegen Ende viel über meinen Kopf hinausging. Irgendwie dachte ich das ich etwas nicht verstanden habe oder die tiefere Bedeutungsebene sich mir nicht ganz erschließen will. Am Ende war alles viel Simpler als Gedacht, alle möglichen Metaebenen und kräftige soziale Aussagen wurden von einem Twist zum nächsten verknoten, das alles einfach flach fällt.\n', 'Der Anfang ist sehr vielversprechend. Ehrlich verstörend wirkt die Angst in der kleinen Gemeinschaft, mit einem sonderbaren Mann der aus der Wand gekrochen kommt. Nach einem Zeitsprung bleiben viele spannenden Fragen zurück. Man wird auch gleich mit interessanten Konzepten konfrontiert: Das Leid eine schwarze Gemeinschaft, Gentrifizierung von Bezirken und dem damit einhergehenden Klassenkonflikt, von Legenden und dessen manifestierenden Kraft und dessen Implikationen, als Kulturgut und Aussage über den Zeitgeist. Aber auch die Frage des Künstlerdaseins und der widerlichen Rechtfertigung vor dem Kunstmarkt, um überhaupt Wert in der Kunst zu finden wird aufgegriffen.\n', 'Handwerklich ist der Film auch sehr gut. Mit interessanten Kameraeinstellungen und gutem Editing, Musik und Sounddesing. Ein kleines persönliches Manko ist der Gewaltgrad, der sehr heftig war, aber sonst nichts wirklich zu bieten hatte. Aber all diese guten Aspekte können nicht über die massiven Schwächen des Drehbuches hinwegtäuschen. Das, wie bereits gesagt, sich gerade am Ende mit so vielen Twists selbst verknotet, das so viele interessante Aspekte einfach zerfallen.\n', 'Das die Legende des Candyman weitergetragen werden soll, versteh ich noch. Das Anthony das Baby aus der Legende sein soll, irgendwie nicht. Es hat keine wirkliche Relevanz, da seine Rolle im Film auch genauso gut ohne das Detail funktioniert hätte. Und auch wenn Gentrifizierung ein Thema ist, wirkt es eher hanebüchen das dies die Motivation von William Burke sein soll. Vor allem weil es die Situation nicht besser gemacht hätte, wie man in dem Film auch sehen kann. Ich versteh das die Legende aus dem Opfer von Rassismus stammen, mit Rache als Motiv. Aber warum sich das gerade in Anthony breitschlägt, ergibt keinen Sinn, da das „Leid“ hier komplett anders ist. Auch wirkt der Charakter von Brianna nicht viel Sinn, also im Großen und Ganzen. Es ergibt Sinn das sie in der Kunstwelt arbeitet und das sie mit Anthony zusammen ist, aber im großen und ganzen macht der Suizid ihres Vaters keinen tieferen narrativen Sinn und schlägt auch kein größeren Bogen. Auch der Candyman ist sehr selektiv in seinen Morden, naja, jeder der nicht schwarz ist. Das kann man auf jeden Fall auch machen und als gewisser Rachegeist hat es auch etwas für sich. Aber das ganze Konzept fällt schnell in sich zusammen, da er selbst so reagiert wie die weißen Peiniger. Und das dann am Ende noch mit den Leid von Jim Crowe und Lynchenden gleichzusetzten, wirkt etwas tone-deaf. Ich könnte noch weiter machen, aber vielleicht fehlt mir da auch einfach der Kontext der alten Filme. Ich bin nur davon ausgegangen das man bei einem Titel wie „Candyman“ etwas eigenes auf die Beine stellt oder zumindest die Zuschauer gut informiert.\n']	2022-02-21 09:08:00
